packageName,className,methodName,mcrCategories,mcrTags
com.intuit.fuzzymatcher.component,TokenRepoTest,shouldGetForNameWithEquality,null,null
com.intuit.fuzzymatcher.component,MatchService,applyMatchByGroups,null,null
com.intuit.fuzzymatcher.function,ScoringFunction,getWeightedAverageScore,none,none
com.intuit.fuzzymatcher.function,PreProcessFunctionTest,itShouldApplyNumberPreprocessing_Failure,null,null
com.intuit.fuzzymatcher.component,DocumentMatch,matchDocuments,none,none
com.intuit.fuzzymatcher.domain,Document,getOrderedElements,none,none
com.intuit.fuzzymatcher.domain,Element,getTokenizerFunction,none,none
com.intuit.fuzzymatcher.exception,MatchException,.,none,none
com.intuit.fuzzymatcher.domain,Document,.,none,none
com.intuit.fuzzymatcher.domain,Element,getDocument,none,none
com.intuit.fuzzymatcher.function,TokenizerFunctionTest,itShouldGetValueTokenizer_Success,null,null
com.intuit.fuzzymatcher.component,TokenRepo,get,none,none
com.intuit.fuzzymatcher.component,MatchServicePerfTest,itShouldApplyMatchForBigData,null,null
com.intuit.fuzzymatcher.component,TokenRepo,put,none,none
com.intuit.fuzzymatcher.function,ScoringFunction,getAverageScore,none,none
com.intuit.fuzzymatcher.domain,Element,getScore,none,none
com.intuit.fuzzymatcher.component,ElementMatch,.,none,none
com.intuit.fuzzymatcher.component,TokenRepoTest,shouldGetForNotSupportedWithNearestNeighbor,null,null
com.intuit.fuzzymatcher.function,TokenizerFunction,decaGramTokenizer,none,none
com.intuit.fuzzymatcher.component,ElementMatchTest,itShouldGiveAverageScoreWithBalancedElements,null,null
com.intuit.fuzzymatcher.util,Utils,getNormalizedString,none,none
com.intuit.fuzzymatcher.domain,Match,setScore,none,none
com.intuit.fuzzymatcher.component,MatchServiceTest,itShouldApplyMatchWithVariance,null,null
com.intuit.fuzzymatcher.component,MatchServiceTest,itShouldApplyMatchWithVariance,null,null
com.intuit.fuzzymatcher.function,ScoringFunctionTest,itShouldGiveAverageScore_Success,null,null
com.intuit.fuzzymatcher.component,ElementMatchTest,itShouldNotScoreMoreThanOneForName,null,null
com.intuit.fuzzymatcher.domain,Element,getValue,none,none
com.intuit.fuzzymatcher.component,MatchServicePerfTest,getAddress,null,null
com.intuit.fuzzymatcher.component,MatchServiceTest,itShouldApplyMatchByDocId,null,null
com.intuit.fuzzymatcher.domain,Token,equals,none,none
com.intuit.fuzzymatcher.component,MatchServicePerfTest,applyMatch,none,none
com.intuit.fuzzymatcher.function,TokenizerFunction,triGramTokenizer,none,none
com.intuit.fuzzymatcher.component,MatchServiceTest,itShouldApplyMatch,null,null
com.intuit.fuzzymatcher.component,MatchServiceTest,itShouldApplyMatch,null,null
com.intuit.fuzzymatcher.domain,Document,hashCode,none,none
com.intuit.fuzzymatcher.domain,DocumentTest,itShouldGetUnmatchedCountForUnbalancedDocWithEmpty,null,null
com.intuit.fuzzymatcher.function,PreProcessFunctionTest,itShouldCustomPreprocessAddress,null,null
com.intuit.fuzzymatcher.function,PreProcessFunction,toLowerCase,null,null
com.intuit.fuzzymatcher.component,ElementMatch,elementThresholdMatching,none,none
com.intuit.fuzzymatcher.domain,Document,distinctByKey,none,none
com.intuit.fuzzymatcher.domain,Match,toString,none,none
com.intuit.fuzzymatcher.function,TokenizerFunctionTest,itShouldGetWordSoundexEncodeTokenizerForName,null,null
com.intuit.fuzzymatcher.domain,Document,getDistinctElements,none,none
com.intuit.fuzzymatcher.domain,Element,getMatchType,none,none
com.intuit.fuzzymatcher.function,ScoringFunction,getSumOfWeightedResult,none,none
com.intuit.fuzzymatcher.function,TokenizerFunction,.,null,null
com.intuit.fuzzymatcher.domain,Match,getScore,none,none
com.intuit.fuzzymatcher.domain,Matchable,getScoringFunction,none,none
com.intuit.fuzzymatcher.component,MatchServiceTest,itShouldApplyMatchForEmptyInput,null,null
com.intuit.fuzzymatcher.component,MatchServiceTest,itShouldApplyMatchForBalancedEmptyElements,null,null
com.intuit.fuzzymatcher.component,MatchServiceTest,itShouldApplyMatchForBalancedEmptyElements,null,null
com.intuit.fuzzymatcher.function,ScoringFunction,getExponentiallyIncreasedValue,none,none
com.intuit.fuzzymatcher.component,MatchServiceTest,itShouldApplyMatchForMultiplePhoneNumber,null,null
com.intuit.fuzzymatcher.component,MatchServiceTest,itShouldApplyMatchForMultiplePhoneNumber,null,null
com.intuit.fuzzymatcher.function,TokenizerFunctionTest,itShouldGetNGramTokenizer_Success,null,null
com.intuit.fuzzymatcher.function,PreProcessFunction,none,none,none
com.intuit.fuzzymatcher.component,TokenRepoTest,getDate,none,none
com.intuit.fuzzymatcher.domain,ElementClassification,getElementType,none,none
com.intuit.fuzzymatcher.domain,Document,getChildCount,null,null
com.intuit.fuzzymatcher.domain,Match,equals,none,none
com.intuit.fuzzymatcher.component,MatchServiceTest,itShouldApplyMatchWithSourceList,null,null
com.intuit.fuzzymatcher.component,MatchServiceTest,itShouldApplyMatchWithSourceList,null,null
com.intuit.fuzzymatcher.function,PreProcessFunctionTest,itShouldTestComposingFunction,null,null
com.intuit.fuzzymatcher.domain,ElementTest,.,none,none
com.intuit.fuzzymatcher.component,MatchService,applyMatchByDocId,none,none
com.intuit.fuzzymatcher.component,MatchServicePerfTest,.,null,null
com.intuit.fuzzymatcher.component,MatchServiceTest,itShouldApplyMatchWith3Documents,null,null
com.intuit.fuzzymatcher.component,MatchServiceTest,itShouldApplyMatchWith3Documents,null,null
com.intuit.fuzzymatcher.domain,Element,getTokens,none,none
com.intuit.fuzzymatcher.function,ScoringFunction,getSimpleAverageScore,none,none
com.intuit.fuzzymatcher.component,MatchService,applyMatch,none,none
com.intuit.fuzzymatcher.function,ScoringFunction,getExponentialAverageScore,none,none
com.intuit.fuzzymatcher.domain,Document,getPreProcessedElement,none,none
com.intuit.fuzzymatcher.component,MatchServiceTest,itShouldApplyMatchByGroupsForAList,null,null
com.intuit.fuzzymatcher.component,Dictionary,getDictionary,none,none
com.intuit.fuzzymatcher.function,ScoringFunction,getPerfectMatchedElement,none,none
com.intuit.fuzzymatcher.domain,Element,getUnmatchedChildCount,null,null
com.intuit.fuzzymatcher.domain,Document,getDistinctNonEmptyElements,null,null
com.intuit.fuzzymatcher.component,TokenRepoTest,shouldGetMultipleMatchedWithNearestNeighbour,null,null
com.intuit.fuzzymatcher.function,PreProcessFunction,trim,null,null
com.intuit.fuzzymatcher.domain,Match,getResult,none,none
com.intuit.fuzzymatcher.domain,Token,hashCode,none,none
com.intuit.fuzzymatcher.component,DocumentMatch,documentThresholdMatching,null,null
com.intuit.fuzzymatcher.component,MatchServiceTest,itShouldApplyMatchElementsWithDifferentType,null,null
com.intuit.fuzzymatcher.component,MatchServiceTest,itShouldApplyMatchForWhiteSpaceWithNoFalsePositive,null,null
com.intuit.fuzzymatcher.component,MatchServiceTest,getCSVReader,null,null
com.intuit.fuzzymatcher.function,ScoringFunctionTest,itShouldGiveSimpleAverageScore_Success,null,null
com.intuit.fuzzymatcher.domain,DocumentTest,itShouldGetUnmatchedCountForBalancedDoc,null,null
com.intuit.fuzzymatcher.domain,Document,getKey,none,none
com.intuit.fuzzymatcher.component,Dictionary,getAddressDictionary,null,null
com.intuit.fuzzymatcher.component,MatchServicePerfTest,recordMemoryUsage,none,none
com.intuit.fuzzymatcher.component,MatchServiceTest,itShouldApplyMatchForMulitipleEmptyField,null,null
com.intuit.fuzzymatcher.component,MatchServiceTest,itShouldApplyMatchForMulitipleEmptyField,null,null
com.intuit.fuzzymatcher.component,TokenRepoTest,.,none,none
com.intuit.fuzzymatcher.domain,Element,getWeight,none,none
com.intuit.fuzzymatcher.component,MatchServiceTest,getOrderedElements,none,none
com.intuit.fuzzymatcher.component,TokenRepoTest,getElements,none,none
com.intuit.fuzzymatcher.component,DocumentMatch,.,none,none
com.intuit.fuzzymatcher.domain,Token,.,none,none
com.intuit.fuzzymatcher.component,ElementMatchTest,itShouldGiveAverageScoreWithUnbalancedElements,null,null
com.intuit.fuzzymatcher.component,MatchServiceTest,itShouldApplyMatchForDemo,null,null
com.intuit.fuzzymatcher.function,ScoringFunctionTest,getMockMatch,none,none
com.intuit.fuzzymatcher.function,ScoringFunction,getChildCount,none,none
com.intuit.fuzzymatcher.domain,Document,setSource,none,none
com.intuit.fuzzymatcher.domain,ElementClassification,hashCode,none,none
com.intuit.fuzzymatcher.domain,Score,.,none,none
com.intuit.fuzzymatcher.function,PreProcessFunction,removeSpecialChars,none,none
com.intuit.fuzzymatcher.function,ScoringFunction,getExponentialWeightedAverageScore,none,none
com.intuit.fuzzymatcher.domain,Element,getElementClassification,none,none
com.intuit.fuzzymatcher.domain,Token,getElement,none,none
com.intuit.fuzzymatcher.component,MatchServiceTest,itShouldApplyMatchWithFailure,null,null
com.intuit.fuzzymatcher.component,TokenRepoTest,getElement,none,none
com.intuit.fuzzymatcher.component,ElementMatch,matchElement,null,null
com.intuit.fuzzymatcher.domain,Document,getWeight,none,none
com.intuit.fuzzymatcher.component,MatchServiceTest,itShouldApplyMatchWithSourceDocument,null,null
com.intuit.fuzzymatcher.component,MatchServiceTest,itShouldApplyMatchWithSourceDocument,null,null
com.intuit.fuzzymatcher.function,ScoringFunctionTest,getMockElement,null,null
com.intuit.fuzzymatcher.domain,ElementTest,getDocuments,none,none
com.intuit.fuzzymatcher.domain,Element,toString,none,none
com.intuit.fuzzymatcher.function,PreProcessFunction,removeDomain,null,null
com.intuit.fuzzymatcher.component,ElementMatchTest,itShouldNotScoreMoreThanOneForAddress,null,null
com.intuit.fuzzymatcher.function,PreProcessFunction,addressNormalization,none,none
com.intuit.fuzzymatcher.domain,Element,getPreprocessedValueWithType,none,none
com.intuit.fuzzymatcher.domain,Token,getValue,none,none
com.intuit.fuzzymatcher.component,MatchServiceTest,itShouldApplyMatchWithConfigurablePreProcessingFunctions,null,null
com.intuit.fuzzymatcher.function,PreProcessFunctionTest,itShouldApplyNonePreprocessing_Success,null,null
com.intuit.fuzzymatcher.function,ScoringFunctionTest,getMockDocument,null,null
com.intuit.fuzzymatcher.domain,Token,toString,none,none
com.intuit.fuzzymatcher.domain,Document,toString,none,none
com.intuit.fuzzymatcher.domain,Document,equals,none,none
com.intuit.fuzzymatcher.domain,Element,equals,none,none
com.intuit.fuzzymatcher.function,TokenizerFunction,chainTokenizers,none,none
com.intuit.fuzzymatcher.domain,Match,getMatchedWith,none,none
com.intuit.fuzzymatcher.function,TokenizerFunction,wordTokenizer,none,none
com.intuit.fuzzymatcher.component,TokenRepoTest,shouldGetForNumberForNegativeWithNearestNeighbor,null,null
com.intuit.fuzzymatcher.function,PreProcessFunctionTest,itShouldRemoveSuffixFromName_Success,null,null
com.intuit.fuzzymatcher.function,ScoringFunction,.,none,none
com.intuit.fuzzymatcher.domain,ElementTest,itShouldNotMatchPhoneticWordsWithChainTokenizerFunction2,null,null
com.intuit.fuzzymatcher.domain,Element,setDocument,none,none
com.intuit.fuzzymatcher.function,TokenizerFunction,valueTokenizer,none,none
com.intuit.fuzzymatcher.function,TokenizerFunctionTest,itShouldGetWordTokenizerForAddress_Success,null,null
com.intuit.fuzzymatcher.function,ScoringFunction,getSumOfResult,none,none
com.intuit.fuzzymatcher.domain,Element,getScoringFunction,none,none
