packageName,className,methodName,mcrCategories,mcrTags
org.dependencytrack.model,ComponentTest,testUuid,none,none
org.dependencytrack.notification.vo,NewVulnerabilityIdentifiedTest,testVo,none,none
org.dependencytrack.resources.v1,LdapResourceTest,configureDeployment,null,null
org.dependencytrack.resources.v1,VulnerabilityResourceTest,getVulnerabilityByVulnIdTest,none,none
org.dependencytrack.model,Component,setBlake3,none,none
org.dependencytrack.model,Component,getNotes,none,none
org.dependencytrack.model,Component,setMetrics,none,none
org.dependencytrack.model,PolicyCondition,.,null,null
org.dependencytrack.model,PolicyViolation,getProject,none,none
org.dependencytrack.model,PortfolioMetrics,setPolicyViolationsLicenseAudited,none,none
org.dependencytrack.model,Project,setGroup,none,none
org.dependencytrack.model,ProjectMetrics,setPolicyViolationsSecurityTotal,none,none
org.dependencytrack.model,VulnerableSoftware,setId,none,none
org.dependencytrack.parser.github.graphql.model,GitHubVulnerability,setVulnerableVersionRange,none,none
org.dependencytrack.persistence,QueryManager,getComponentByHash,null,null
org.dependencytrack.resources.v1,NotificationRuleResource,.,null,null
org.dependencytrack.tasks,VulnDbSyncTask,parseCpes,null,null
org.dependencytrack.tasks,VulnDbSyncTask,parseCpes,null,null
org.dependencytrack.tasks,VulnDbSyncTask,parseCpes,null,null
org.dependencytrack.tasks,VulnerabilityAnalysisTask,performPolicyEvaluation,null,null
org.dependencytrack.util,DateUtil,parseShortDate,none,none
org.dependencytrack.event,IndexEventTest,testComponentEvent,none,none
org.dependencytrack.model,NotificationRuleTest,testUuid,none,none
org.dependencytrack.notification,NotificationRouterTest,createSlackPublisher,none,none
org.dependencytrack.resources.v1,CalculatorResourceTest,getCvssScoresInvalidTest,none,none
org.dependencytrack.event,IndexEvent,.,null,null
org.dependencytrack.integrations.kenna,KennaDataTransformer,generateScannerIdentifier,none,none
org.dependencytrack.model,Finding,getAttribution,none,none
org.dependencytrack.model,PortfolioMetrics,setVulnerableProjects,none,none
org.dependencytrack.model,Project,getPurl,null,null
org.dependencytrack.model,ProjectMetrics,setPolicyViolationsLicenseTotal,none,none
org.dependencytrack.parser.ossindex.model,ComponentReport,setCoordinates,none,none
org.dependencytrack.persistence,ProjectQueryManager,getAllProjects,none,none
org.dependencytrack.persistence,QueryManager,bind,none,none
org.dependencytrack.persistence,VulnerabilityQueryManager,getVulnerabilityCount,none,none
org.dependencytrack.servlets,NvdMirrorServlet,init,none,none
org.dependencytrack.tasks,MetricsUpdateTask,.,null,null
org.dependencytrack.model,ComponentTest,testLicense,none,none
org.dependencytrack.model,VulnerabilityTest,testCreated,none,none
org.dependencytrack.notification.publisher,SendMailPublisherTest,configWithDestination,none,none
org.dependencytrack.resources.v1,VulnerabilityResourceTest,createVulnerabilityTest,null,null
org.dependencytrack.model,ComponentAnalysisCache,setTarget,none,none
org.dependencytrack.model,ViolationAnalysisComment,setTimestamp,none,none
org.dependencytrack.notification.publisher,WebhookPublisher,.,null,null
org.dependencytrack.persistence,ProjectQueryManager,hasAccess,null,null
org.dependencytrack.resources.v1,LdapResource,deleteMapping,null,null
org.dependencytrack.integrations,IntegrationPointTest,integrationPointMetadataTest,null,null
org.dependencytrack.model,PolicyTest,testId,none,none
org.dependencytrack.resources.v1,PermissionResourceTest,removePermissionFromUserInvalidPermissionTest,null,null
org.dependencytrack.util,DateUtilTest,testDiff,none,none
org.dependencytrack.model,Component,setSwidTagId,none,none
org.dependencytrack.model,Component,getResolvedLicense,none,none
org.dependencytrack.model,LicenseGroup,.,null,null
org.dependencytrack.model,NotificationRule,getMessage,none,none
org.dependencytrack.model,Project,toString,null,null
org.dependencytrack.model,Vulnerability,setUuid,none,none
org.dependencytrack.parser.ossindex.model,ComponentReport,addVulnerability,none,none
org.dependencytrack.policy,LicenseGroupPolicyEvaluator,evaluate,null,null
org.dependencytrack.resources.v1,UserResource,forceChangePassword,null,null
org.dependencytrack.resources.v1.vo,MappedOidcGroupRequest,getGroup,none,none
org.dependencytrack.search,VulnerabilityIndexer,.,null,null
org.dependencytrack.tasks.repositories,IMetaAnalyzer,analyze,none,none
org.dependencytrack.util,JsonUtil,add,none,none
org.dependencytrack.model,DependencyMetricsTest,testCritical,none,none
org.dependencytrack.policy,CoordinatesPolicyEvaluatorTest,matchWithVersionOperatorLessThan,none,none
org.dependencytrack.policy,CoordinatesPolicyEvaluatorTest,noMatchWithVersionOperatorEqual,none,none
org.dependencytrack.resources.v1,VulnerabilityResourceTest,updateVulnerabilityTest,null,null
org.dependencytrack.model,DependencyMetrics,setProject,none,none
org.dependencytrack.model,DependencyMetrics,getPolicyViolationsLicenseTotal,none,none
org.dependencytrack.model,PolicyViolation,setPolicyCondition,none,none
org.dependencytrack.model,ProjectMetrics,setUnassigned,none,none
org.dependencytrack.model,ProjectProperty,setProject,none,none
org.dependencytrack.model,VulnerableSoftware,getPurlSubpath,none,none
org.dependencytrack.parser.npm.model,Advisory,getCwe,none,none
org.dependencytrack.persistence,ServiceComponentQueryManager,.,null,null
org.dependencytrack.persistence,ServiceComponentQueryManager,recursivelyDelete,null,null
org.dependencytrack.policy,PolicyEngine,createPolicyViolations,none,none
org.dependencytrack.resources.v1,CweResource,getCwes,null,null
org.dependencytrack.model,RepositoryTest,testUrl,none,none
org.dependencytrack.resources.v1,PermissionResourceTest,.,none,none
org.dependencytrack.resources.v1,ProjectResourceTest,createProjectDuplicateTest,none,none
org.dependencytrack.search,ProjectIndexerTest,.,none,none
org.dependencytrack.model,Cpe,.,null,null
org.dependencytrack.model,Cpe,getEdition,none,none
org.dependencytrack.model,Project,getSwidTagId,none,none
org.dependencytrack.persistence,LicenseQueryManager,synchronizeLicense,none,none
org.dependencytrack.resources.v1.vo,AclMappingRequest,.,none,none
org.dependencytrack.resources.v1.vo,AclMappingRequest,getTeam,none,none
org.dependencytrack.resources.v1.vo,MappedLdapGroupRequest,getTeam,none,none
org.dependencytrack.search,IndexManager,getDirectory,null,null
org.dependencytrack.search,IndexManager,getDirectory,null,null
org.dependencytrack.tasks.repositories,MavenMetaAnalyzer,isApplicable,null,null
org.dependencytrack.model,NotificationRuleTest,testMessage,none,none
org.dependencytrack.resources.v1,ProjectPropertyResourceTest,updatePropertyInvalidTest,null,null
org.dependencytrack.model,Bom,setImported,none,none
org.dependencytrack.model,License,getLicenseGroups,none,none
org.dependencytrack.model,Policy,getViolationState,none,none
org.dependencytrack.parser.github.graphql.model,GitHubVulnerability,getPackageEcosystem,none,none
org.dependencytrack.persistence,QueryManager,getDefaultNotificationPublisher,none,none
org.dependencytrack.resources.v1.vo,CloneProjectRequest,.,null,null
org.dependencytrack.util,HttpUtil,.,none,none
org.dependencytrack.model,ComponentTest,testSha256,none,none
org.dependencytrack.model,ComponentTest,testCpe,null,null
org.dependencytrack.model,LicenseTest,testLicenseId,none,none
org.dependencytrack.model,RepositoryMetaComponentTest,testLatestVersion,none,none
org.dependencytrack.resources.v1,FindingResourceTest,exportFindingsByProjectInvalidTest,none,none
org.dependencytrack.resources.v1,NotificationRuleResourceTest,addProjectToRuleInvalidScopeTest,null,null
org.dependencytrack.resources.v1,OidcResourceUnauthenticatedTest,isAvailableShouldReturnFalseWhenOidcIsNotAvailable,none,none
org.dependencytrack.resources.v1,UserResourceAuthenticatedTest,createOidcUserTest,null,null
org.dependencytrack.tasks.repositories,CargoMetaAnalyzerTest,testAnalyzer,null,null
org.dependencytrack.model,Component,setProject,none,none
org.dependencytrack.model,DependencyMetrics,getPolicyViolationsAudited,none,none
org.dependencytrack.model,ICpe,getVendor,none,none
org.dependencytrack.persistence,ComponentQueryManager,getComponents,null,null
org.dependencytrack.persistence,ComponentQueryManager,getComponents,null,null
org.dependencytrack.persistence,PolicyQueryManager,getLicenseGroups,null,null
org.dependencytrack.persistence,QueryManager,getLicenses,null,null
org.dependencytrack.persistence,ServiceComponentQueryManager,getAllServiceComponents,none,none
org.dependencytrack.tasks.scanners,InternalAnalysisTask,fuzzyCpeAnalysis,none,none
org.dependencytrack.tasks.scanners,NpmAuditAnalysisTask,getComponentFromAdvisories,null,null
org.dependencytrack.model,VulnerabilityTest,testPatchedVersions,none,none
org.dependencytrack.resources.v1,ComponentResourceTest,.,none,none
org.dependencytrack,ResourceTest,.,null,null
org.dependencytrack.common,ManagedHttpClientFactory,buildfromEnvironment,none,none
org.dependencytrack.model,Cpe,getTitle,none,none
org.dependencytrack.model,PortfolioMetrics,getPolicyViolationsOperationalTotal,none,none
org.dependencytrack.model,ServiceComponent,setExternalReferences,none,none
org.dependencytrack.parser.common.resolver,CweResolver,.,none,none
org.dependencytrack.parser.ossindex.model,ComponentReportVulnerability,getTitle,none,none
org.dependencytrack.parser.ossindex.model,ComponentReportVulnerability,getDescription,none,none
org.dependencytrack.resources.v1.vo,AnalysisRequest,getVulnerability,none,none
org.dependencytrack.tasks,BomUploadProcessingTask,processService,null,null
org.dependencytrack.auth,PermissionsTest,testPermissionConstants,none,none
org.dependencytrack.model,AnalysisTest,testVulnerability,none,none
org.dependencytrack.policy,CpePolicyEvaluatorTest,.,none,none
org.dependencytrack.resources.v1,ProjectResourceTest,getProjectsAscOrderedRequestTest,none,none
org.dependencytrack.resources.v1,UserResourceAuthenticatedTest,createLdapUserDuplicateUsernameTest,null,null
org.dependencytrack.model,AnalysisComment,getCommenter,none,none
org.dependencytrack.model,Bom,setSerialNumber,none,none
org.dependencytrack.model,ComponentAnalysisCache,setResult,none,none
org.dependencytrack.model,Cpe,getCpe23,none,none
org.dependencytrack.model,ProjectProperty,setPropertyName,none,none
org.dependencytrack.model,Tag,setName,none,none
org.dependencytrack.model,Vulnerability,setRecommendation,none,none
org.dependencytrack.persistence,PolicyQueryManager,createPolicyCondition,null,null
org.dependencytrack.persistence,PolicyQueryManager,getPolicyViolations,null,null
org.dependencytrack.persistence,QueryManager,makeAnalysisComment,none,none
org.dependencytrack.policy,LicenseGroupPolicyEvaluator,.,null,null
org.dependencytrack.resources.v1.vo,MappedLdapGroupRequest,.,null,null
org.dependencytrack.search,ObjectIndexer,add,none,none
org.dependencytrack.search,SearchManager,searchIndices,none,none
org.dependencytrack.search,SearchManager,searchVulnerabilityIndex,none,none
org.dependencytrack.tasks.scanners,InternalAnalysisTask,inform,null,null
org.dependencytrack.model,ProjectMetricsTest,testSuppressed,none,none
org.dependencytrack.policy,LicensePolicyEvaluatorTest,wrongOperator,null,null
org.dependencytrack.resources.v1,BomResourceTest,uploadBomTest,null,null
org.dependencytrack.resources.v1,PermissionResourceTest,before,none,none
org.dependencytrack.search,VulnerabilityIndexerTest,getSearchFieldsTest,none,none
org.dependencytrack.util,HashUtilTest,testSha512,none,none
org.dependencytrack.event,ClearComponentAnalysisCacheEvent,.,null,null
org.dependencytrack.model,ServiceComponent,getVulnerabilities,none,none
org.dependencytrack.model,VulnerableSoftware,getVulnerabilities,none,none
org.dependencytrack.notification.publisher,AbstractWebhookPublisher,publish,null,null
org.dependencytrack.notification.publisher,AbstractWebhookPublisher,publish,null,null
org.dependencytrack.notification.publisher,AbstractWebhookPublisher,publish,null,null
org.dependencytrack.notification.vo,BomConsumedOrProcessed,getFormat,none,none
org.dependencytrack.parser.github.graphql.model,GitHubSecurityAdvisory,getNotificationsPermalink,none,none
org.dependencytrack.persistence,LicenseQueryManager,getLicenses,null,null
org.dependencytrack.policy,VersionPolicyEvaluator,.,null,null
org.dependencytrack.resources.v1,NotificationPublisherResource,testSmtpPublisherConfig,null,null
org.dependencytrack.tasks,MetricsUpdateTask,updateProjectMetrics,null,null
org.dependencytrack.integration,PopulateData,main,none,none
org.dependencytrack.metrics,MetricsTest,testMetricCalculations,none,none
org.dependencytrack.model,CweTest,testCweId,none,none
org.dependencytrack.model,VulnerableSoftwareTest,testCpe23,none,none
org.dependencytrack.resources.v1,LicenseResourceTest,getLicenseInvalid,none,none
org.dependencytrack.model,DependencyMetrics,setPolicyViolationsLicenseUnaudited,none,none
org.dependencytrack.model,FindingAttribution,.,none,none
org.dependencytrack.model,ICpe,setVendor,none,none
org.dependencytrack.model,ProjectProperty,getPropertyValue,none,none
org.dependencytrack.parser.npm.model,Advisory,getCves,none,none
org.dependencytrack.persistence,MetricsQueryManager,getProjectMetricsSince,none,none
org.dependencytrack.persistence,QueryManager,updateVulnerability,none,none
org.dependencytrack.policy,PolicyConditionViolation,getPolicyCondition,none,none
org.dependencytrack.resources.v1.vo,MappedOidcGroupRequest,setGroup,none,none
org.dependencytrack.resources.v1,VulnerabilityResource,assignVulnerability,null,null
org.dependencytrack.tasks.scanners,AbstractVulnerableSoftwareAnalysisTask,compareVersions,null,null
org.dependencytrack.tasks.scanners,OssIndexAnalysisTask,isCapable,null,null
org.dependencytrack.integrations.kenna,KennaSecurityUploaderTest,testIntegrationDisabledCases,none,none
org.dependencytrack.integrations,PortfolioFindingUploaderTest,portfolioFindingMethodsTest,null,null
org.dependencytrack.model,NotificationRuleTest,testId,none,none
org.dependencytrack.persistence,DefaultObjectGeneratorTest,.,none,none
org.dependencytrack.resources.v1,PermissionResourceTest,removePermissionFromTeamTest,null,null
org.dependencytrack.integrations.defectdojo,DefectDojoClient,uploadDependencyTrackFindings,null,null
org.dependencytrack.integrations.defectdojo,DefectDojoClient,uploadDependencyTrackFindings,null,null
org.dependencytrack.model,NotificationPublisher,setPublisherClass,none,none
org.dependencytrack.model,OrganizationalContact,setPhone,none,none
org.dependencytrack.model,PortfolioMetrics,setUnassigned,none,none
org.dependencytrack.model,Project,.,null,null
org.dependencytrack.model,Project,.,null,null
org.dependencytrack.model,Project,setParent,none,none
org.dependencytrack.model,RepositoryMetaComponent,getRepositoryType,none,none
org.dependencytrack.parser.github.graphql.model,GitHubSecurityAdvisory,getSeverity,none,none
org.dependencytrack.parser.npm,NpmAuditParser,parse,null,null
org.dependencytrack.parser.npm,NpmAuditParser,parse,null,null
org.dependencytrack,RequirementsVerifier,contextInitialized,null,null
org.dependencytrack.resources.v1,PolicyViolationResource,getViolationsByComponent,null,null
org.dependencytrack.resources.v1,TeamResource,getTeam,null,null
org.dependencytrack.tasks,KennaSecurityUploadTask,inform,null,null
org.dependencytrack.notification.publisher,ConsolePublisherTest,setUpStreams,none,none
org.dependencytrack.policy,PackageURLPolicyEvaluatorTest,hasMatch,null,null
org.dependencytrack.model,Component,setClassifier,none,none
org.dependencytrack.model,ComponentIdentity,getObjectType,none,none
org.dependencytrack.model,ICpe,getCpe22,none,none
org.dependencytrack.model,ICpe,getTargetHw,none,none
org.dependencytrack.model,ProjectMetrics,setProject,none,none
org.dependencytrack.model,RepositoryMetaComponent,setLatestVersion,none,none
org.dependencytrack.model,Vulnerability,getReferences,none,none
org.dependencytrack.parser.npm.model,AdvisoryResults,add,none,none
org.dependencytrack.persistence,QueryManager,getNotificationQueryManager,null,null
org.dependencytrack.persistence,QueryManager,getProjectProperty,none,none
org.dependencytrack.persistence,QueryManager,getCweById,none,none
org.dependencytrack.resources.v1,UserResource,getLdapUsers,null,null
org.dependencytrack.util,HashUtil,.,none,none
org.dependencytrack.integrations,FindingPackagingFormatTest,wrapperTest,null,null
org.dependencytrack.integrations,FindingPackagingFormatTest,wrapperTest,null,null
org.dependencytrack.model,AnalysisStateTest,testEnums,none,none
org.dependencytrack.model,ProjectMetricsTest,testFirstOccurrence,none,none
org.dependencytrack.resources.v1,FindingResourceTest,getFindingsByProjectTest,none,none
org.dependencytrack.servlet,NvdMirrorServletTest,before,none,none
org.dependencytrack.model,Component,getSwidTagId,none,none
org.dependencytrack.model,ProjectMetrics,setPolicyViolationsLicenseAudited,none,none
org.dependencytrack.model,VulnerableSoftware,setVersionStartIncluding,none,none
org.dependencytrack.persistence,MetricsQueryManager,getMostRecentProjectMetrics,none,none
org.dependencytrack.persistence,RepositoryQueryManager,repositoryExist,none,none
org.dependencytrack.policy,VersionPolicyEvaluator,supportedSubject,none,none
org.dependencytrack.resources.v1,MetricsResource,getComponentMetricsSince,null,null
org.dependencytrack.resources.v1,RepositoryResource,createRepository,null,null
org.dependencytrack.tasks,BomUploadProcessingTask,inform,null,null
org.dependencytrack.tasks,BomUploadProcessingTask,inform,null,null
org.dependencytrack.tasks.scanners,NpmAuditAnalysisTask,getAnalyzerIdentity,none,none
org.dependencytrack.resources.v1,VulnerabilityResourceTest,configureDeployment,null,null
org.dependencytrack.search,ProjectIndexerTest,reindexTest,none,none
org.dependencytrack.integrations.fortifyssc,FortifySscUploader,.,null,null
org.dependencytrack.model,RepositoryMetaComponent,getLastCheck,none,none
org.dependencytrack.model,ViolationAnalysisComment,setComment,none,none
org.dependencytrack.model,Vulnerability,getCvssV2Vector,none,none
org.dependencytrack.model,FindingTest,.,none,none
org.dependencytrack.notification,NotificationScopeTest,testEnums,none,none
org.dependencytrack.parser.common.resolver,CweResolverTest,testPositiveResolutionByCweIdIntegerOnly,none,none
org.dependencytrack.event,NpmAdvisoryMirrorEvent,.,null,null
org.dependencytrack.model,Component,getGroup,none,none
org.dependencytrack.model,ExternalReference,getComment,none,none
org.dependencytrack.model,FindingAttribution,getReferenceUrl,none,none
org.dependencytrack.model,NotificationRule,getName,none,none
org.dependencytrack.model,ServiceComponent,getAuthenticated,none,none
org.dependencytrack.model,ServiceComponent,getData,none,none
org.dependencytrack.model,ViolationAnalysis,setComponent,none,none
org.dependencytrack.model,ViolationAnalysis,setPolicyViolation,none,none
org.dependencytrack.model,VulnerabilityMetrics,.,none,none
org.dependencytrack.persistence,PackageURLStringConverter,.,null,null
org.dependencytrack.persistence,PolicyQueryManager,createLicenseGroup,null,null
org.dependencytrack.persistence,QueryManager,updatePolicyCondition,none,none
org.dependencytrack.resources.v1,PolicyResource,addProjectToPolicy,null,null
org.dependencytrack.resources.v1,ProjectResource,updateProject,null,null
org.dependencytrack.tasks.scanners,CacheableScanTask,.,none,none
org.dependencytrack.event,CloneProjectEventTest,testEvent,none,none
org.dependencytrack.integrations.fortifyssc,FortifySscClientTest,testOneTimeTokenPositiveCase,none,none
org.dependencytrack.model,ComponentTest,testFilename,none,none
org.dependencytrack.notification,NotificationConstantsTest,testConstants,none,none
org.dependencytrack.resources.v1,ProjectPropertyResourceTest,createPropertyEncryptedTest,null,null
org.dependencytrack.model,PortfolioMetrics,setPolicyViolationsSecurityTotal,none,none
org.dependencytrack.model,ProjectMetrics,getPolicyViolationsSecurityAudited,none,none
org.dependencytrack.model,ViolationAnalysisComment,setCommenter,none,none
org.dependencytrack.parser.npm.model,Advisory,setSeverity,none,none
org.dependencytrack.resources.v1.vo,CloneProjectRequest,getVersion,none,none
org.dependencytrack.search,ServiceComponentIndexer,reindex,null,null
org.dependencytrack.tasks,VulnerabilityAnalysisTask,analyzeComponents,null,null
org.dependencytrack.model,AnalysisTest,testId,none,none
org.dependencytrack.policy,SwidTagIdPolicyEvaluatorTest,.,none,none
org.dependencytrack.resources.v1,CalculatorResourceTest,.,none,none
org.dependencytrack.resources.v1,FindingResourceTest,exportFindingsByProjectTest,null,null
org.dependencytrack.resources.v1,UserResourceAuthenticatedTest,getManagedUsersTest,null,null
org.dependencytrack.integrations.defectdojo,DefectDojoUploader,.,null,null
org.dependencytrack.integrations.kenna,KennaSecurityUploader,.,null,null
org.dependencytrack.model,Cpe,setCpe23,none,none
org.dependencytrack.parser.vulndb,ModelConverter,convert,null,null
org.dependencytrack.parser.vulndb,ModelConverter,convert,null,null
org.dependencytrack.parser.vulndb,ModelConverter,convert,null,null
org.dependencytrack.persistence,QueryManager,synchronizeLicense,none,none
org.dependencytrack.persistence,QueryManager,getPolicies,null,null
org.dependencytrack.resources.v1,OidcResource,.,null,null
org.dependencytrack.model,AnalysisTest,testGetAnalysisComments,none,none
org.dependencytrack.model,CweTest,testName,none,none
org.dependencytrack.model,PortfolioMetricsTest,testInheritedRiskScore,none,none
org.dependencytrack.policy,CoordinatesPolicyEvaluatorTest,noMatchWithVersionOperatorNotEqual,none,none
org.dependencytrack.policy,LicenseGroupPolicyEvaluatorTest,noMatch,null,null
org.dependencytrack.resources.v1,NotificationRuleResourceTest,addProjectToRuleInvalidProjectTest,null,null
org.dependencytrack.resources.v1,SearchResourceTest,.,none,none
org.dependencytrack.tasks.repositories,ComposerMetaAnalyzerTest,.,null,null
org.dependencytrack.model,Component,getExtension,none,none
org.dependencytrack.model,Coordinates,getName,none,none
org.dependencytrack.model,Cwe,setName,none,none
org.dependencytrack.model,IdentifiableObject,getUuid,none,none
org.dependencytrack.model,License,getLicenseId,none,none
org.dependencytrack.model,PortfolioMetrics,getPolicyViolationsUnaudited,none,none
org.dependencytrack.model,ProjectProperty,getDescription,none,none
org.dependencytrack.model,ProjectProperty,setDescription,none,none
org.dependencytrack.notification.vo,ViolationAnalysisDecisionChange,getComponent,none,none
org.dependencytrack.persistence,FindingsQueryManager,getAuditedCount,none,none
org.dependencytrack.search,SearchManager,.,null,null
org.dependencytrack.tasks,NistMirrorTask,close,null,null
org.dependencytrack.auth,PermissionsTest,testPermissionEnums,none,none
org.dependencytrack.model,CpeTest,testCpe23,none,none
org.dependencytrack.notification,NotificationRouterTest,testValidNonMatchingProjectLimitingRule,null,null
org.dependencytrack.resources.v1,ComponentResourceTest,internalComponentIdentificationTest,none,none
org.dependencytrack.resources.v1,TeamResourceTest,updateTeamTest,null,null
org.dependencytrack.event,IndexEvent,getAction,none,none
org.dependencytrack.model,Policy,getPolicyConditions,none,none
org.dependencytrack.model,Tag,.,null,null
org.dependencytrack.parser.github.graphql.model,GitHubSecurityAdvisory,setSeverity,none,none
org.dependencytrack.parser.npm.model,Advisory,setFoundBy,none,none
org.dependencytrack.persistence,ProjectQueryManager,createTags,null,null
org.dependencytrack.persistence,QueryManager,synchronizeVulnerability,none,none
org.dependencytrack.persistence,QueryManager,getRepositories,null,null
org.dependencytrack.persistence,VulnerabilityQueryManager,.,null,null
org.dependencytrack.resources.v1,ComponentResource,getComponentByHash,null,null
org.dependencytrack.resources.v1,UserResource,validateOidcAccessToken,null,null
org.dependencytrack.tasks.scanners,NpmAuditAnalysisTask,applyAnalysisFromCache,null,null
org.dependencytrack.model,NotificationRuleTest,testPublisher,none,none
org.dependencytrack.policy,CpePolicyEvaluatorTest,noMatch,none,none
org.dependencytrack.resources.v1,NotificationPublisherResourceTest,testSmtpPublisherConfigTest,none,none
org.dependencytrack.search,LicenseIndexerTest,removeTest,none,none
org.dependencytrack.search,VulnerabilityIndexerTest,reindexTest,none,none
org.dependencytrack.model,Component,setFilename,none,none
org.dependencytrack.model,Component,toString,null,null
org.dependencytrack.model,ComponentAnalysisCache,getResult,none,none
org.dependencytrack.model,DependencyMetrics,setPolicyViolationsWarn,none,none
org.dependencytrack.model,FindingAttribution,setId,none,none
org.dependencytrack.model,ServiceComponent,getCrossesTrustBoundary,none,none
org.dependencytrack.model,VulnerableSoftware,setVulnerabilities,none,none
org.dependencytrack.parser.github.graphql.model,GitHubSecurityAdvisory,getIdentifiers,none,none
org.dependencytrack.parser.github.graphql.model,GitHubSecurityAdvisory,getWithdrawnAt,none,none
org.dependencytrack.persistence,MetricsQueryManager,getDependencyMetrics,null,null
org.dependencytrack.persistence,QueryManager,getFindingsQueryManager,null,null
org.dependencytrack.resources.v1,AbstractConfigPropertyResource,updatePropertyValueInternal,null,null
org.dependencytrack.model,NotificationPublisherTest,testName,none,none
org.dependencytrack.resources.v1,CalculatorResourceTest,configureDeployment,null,null
org.dependencytrack.resources.v1,TeamResourceTest,deleteApiKeyInvalidTest,none,none
org.dependencytrack.resources.v1,UserResourceAuthenticatedTest,configureDeployment,null,null
org.dependencytrack.model,ICpe,getProduct,none,none
org.dependencytrack.model,PortfolioMetrics,setFindingsTotal,none,none
org.dependencytrack.model,Project,setLastBomImportFormat,none,none
org.dependencytrack.model,ProjectProperty,setId,none,none
org.dependencytrack.model,Repository,setEnabled,none,none
org.dependencytrack.model,RepositoryMetaComponent,setLastCheck,none,none
org.dependencytrack.parser.npm,NpmAdvisoriesParser,parse,null,null
org.dependencytrack.parser.npm,NpmAdvisoriesParser,parse,null,null
org.dependencytrack.persistence,FindingsQueryManager,deleteAnalysisTrail,none,none
org.dependencytrack.persistence,QueryManager,getVulnerabilityMetrics,none,none
org.dependencytrack.resources.v1,OidcResource,retrieveTeamsMappedToGroup,null,null
org.dependencytrack.search,LicenseIndexer,.,null,null
org.dependencytrack.tasks.repositories,AbstractMetaAnalyzer,setRepositoryBaseUrl,none,none
org.dependencytrack.tasks.repositories,ComposerMetaAnalyzer,analyze,null,null
org.dependencytrack.tasks.repositories,ComposerMetaAnalyzer,analyze,null,null
org.dependencytrack.tasks.repositories,ComposerMetaAnalyzer,analyze,null,null
org.dependencytrack.tasks.repositories,ComposerMetaAnalyzer,analyze,null,null
org.dependencytrack.tasks.scanners,BaseComponentAnalyzerTask,handleRequestException,null,null
org.dependencytrack.util,ComponentVersion,iterator,none,none
org.dependencytrack.common,ManagedHttpClientFactoryTest,instanceTest,none,none
org.dependencytrack.integrations.defectdojo,DefectDojoUploaderTest,testIntegrationMetadata,none,none
org.dependencytrack.integrations.fortifyssc,FortifySscUploaderTest,.,none,none
org.dependencytrack.model,VulnerableSoftwareTest,testVulnerableSoftwareFields,none,none
org.dependencytrack.search,ServiceComponentIndexerTest,.,none,none
org.dependencytrack.integrations.defectdojo,DefectDojoUploader,upload,null,null
org.dependencytrack.model,Component,addVulnerability,none,none
org.dependencytrack.model,Cpe,setId,none,none
org.dependencytrack.model,ServiceComponent,setProvider,none,none
org.dependencytrack.model,ViolationAnalysisComment,getViolationAnalysis,none,none
org.dependencytrack.parser.ossindex,OssIndexParser,parse,null,null
org.dependencytrack.parser.ossindex,OssIndexParser,parse,null,null
org.dependencytrack.persistence,DefaultObjectGenerator,loadDefaultNotificicationPublishers,null,null
org.dependencytrack.persistence,ServiceComponentQueryManager,reconcileServiceComponents,none,none
org.dependencytrack.search,SearchResult,.,none,none
org.dependencytrack.tasks.repositories,MavenMetaAnalyzer,.,null,null
org.dependencytrack.tasks.scanners,VulnDbAnalysisTask,getAnalyzerIdentity,none,none
org.dependencytrack.model,PortfolioMetricsTest,testFirstOccurrence,none,none
org.dependencytrack.resources.v1,UserResourceUnauthenticatedTest,forceChangePasswordTest,null,null
org.dependencytrack.model,License,setComment,none,none
org.dependencytrack.persistence,PolicyQueryManager,deletePolicyViolations,none,none
org.dependencytrack.resources.v1,NotificationPublisherResource,.,null,null
org.dependencytrack.resources.v1,OidcResource,addMapping,null,null
org.dependencytrack.tasks.repositories,AbstractMetaAnalyzer,.,none,none
org.dependencytrack.util,DateUtil,diff,none,none
org.dependencytrack.model,VulnerabilityTest,testUuid,none,none
org.dependencytrack.notification.publisher,MsTeamsPublisherTest,afterClass,null,null
org.dependencytrack.resources.v1,VulnerabilityResourceTest,getVulnerabilitiesByProjectInvalidTest,none,none
org.dependencytrack.integrations.fortifyssc,FortifySscClient,generateOneTimeUploadToken,null,null
org.dependencytrack.integrations.fortifyssc,FortifySscClient,generateOneTimeUploadToken,null,null
org.dependencytrack.integrations.kenna,KennaDataTransformer,generateKdiAsset,null,null
org.dependencytrack.model,Cpe,getTargetHw,none,none
org.dependencytrack.model,Policy,getProjects,none,none
org.dependencytrack.model,RepositoryMetaComponent,getName,none,none
org.dependencytrack.model,VulnerabilityMetrics,getMeasuredAt,none,none
org.dependencytrack.model,VulnerableSoftware,getVendor,none,none
org.dependencytrack.parser.nvd,ModelConverter,.,none,none
org.dependencytrack.persistence,PolicyQueryManager,makeViolationAnalysisComment,null,null
org.dependencytrack.persistence,QueryManager,getAllComponents,none,none
org.dependencytrack.resources.v1,PolicyResource,removeProjectFromPolicy,null,null
org.dependencytrack.resources.v1.vo,BomSubmitRequest,.,null,null
org.dependencytrack.resources.v1,VulnerabilityResource,.,null,null
org.dependencytrack.search,CpeIndexer,.,null,null
