packageName,className,apis
com.stratio.cassandra.lucene.testsAT.search,AbstractSearchIT,"[com.stratio.cassandra:cassandra-lucene-index-builder,junit:junit]"
com.stratio.cassandra.lucene.testsAT.story,SimpleKeyIndexHandlingIT,"[com.stratio.cassandra:cassandra-lucene-index-builder,junit:junit]"
com.stratio.cassandra.lucene.schema,SchemaTest,"[junit:junit,org.apache.lucene:lucene-analyzers-common,org.apache.lucene:lucene-core]"
com.stratio.cassandra.lucene.schema.mapping,DoubleMapper,[org.apache.lucene:lucene-core]
com.stratio.cassandra.lucene.search.condition,GeoShapeConditionTest,"[junit:junit,org.apache.lucene:lucene-core,org.apache.lucene:lucene-spatial]"
com.stratio.cassandra.lucene.search.condition,LuceneCondition,"[org.apache.lucene:lucene-core,org.apache.lucene:lucene-queryparser]"
com.stratio.cassandra.lucene.search.sort.builder,GeoDistanceSortFieldBuilderTest,[junit:junit]
com.stratio.cassandra.lucene.testsAT.issues,Issue177IT,"[com.stratio.cassandra:cassandra-lucene-index-builder,junit:junit]"
com.stratio.cassandra.lucene.testsAT.udt,TupleIndexingIT,"[com.datastax.cassandra:cassandra-driver-core,com.stratio.cassandra:cassandra-lucene-index-builder,junit:junit]"
com.stratio.cassandra.lucene.search.condition,PrefixCondition,[org.apache.lucene:lucene-core]
com.stratio.cassandra.lucene.testsAT.issues,Issue158IT,"[com.datastax.cassandra:cassandra-driver-core,com.stratio.cassandra:cassandra-lucene-index-builder,junit:junit]"
com.stratio.cassandra.lucene.search.condition,GeoShapeCondition,"[org.apache.lucene:lucene-core,org.apache.lucene:lucene-spatial]"
com.stratio.cassandra.lucene.common,GeoShape,[com.vividsolutions:jts-core]
com.stratio.cassandra.lucene.schema.mapping,BooleanMapperTest,"[junit:junit,org.apache.lucene:lucene-core]"
com.stratio.cassandra.lucene.testsAT.varia,TestBooleanExtremeClauses,"[com.stratio.cassandra:cassandra-lucene-index-builder,junit:junit]"
com.stratio.cassandra.lucene.testsAT.varia,AllowFilteringWith1000MixedRowsIT,[junit:junit]
com.stratio.cassandra.lucene.schema.mapping,BitemporalMapperTest,"[junit:junit,org.apache.cassandra:cassandra-all,org.apache.lucene:lucene-core]"
com.stratio.cassandra.lucene.testsAT.util,CassandraUtils,"[com.datastax.cassandra:cassandra-driver-core,com.stratio.cassandra:cassandra-lucene-index-builder,junit:junit]"
com.stratio.cassandra.lucene.testsAT.type_validation.single_column_valid_types,BigIntegerMapperValidTypesIndexCreationIT,"[com.stratio.cassandra:cassandra-lucene-index-builder,junit:junit]"
com.stratio.cassandra.lucene.testsAT.story,ComposedKeyIndexHandlingIT,"[com.stratio.cassandra:cassandra-lucene-index-builder,junit:junit]"
