packageName,className,api,mcrCategories,mcrTags,count,countAll,proportion
org.aksw.palmetto.prob,BooleanSlidingWindowFrequencyDeterminerSumCreationTest,com.carrotsearch:hppc,null,null,3,9,0.33
org.aksw.palmetto.prob,BooleanSlidingWindowFrequencyDeterminerSumCreationTest,junit:junit,null,null,6,9,0.67
org.aksw.palmetto.calculations.direct,NormalizedLogRatioCoherenceCalculationTest,junit:junit,null,null,3,3,1.0
org.aksw.palmetto.corpus.lucene,WindowSupportingLuceneCorpusAdapter,org.apache.lucene:lucene-core,null,null,50,94,0.53
org.aksw.palmetto.corpus.lucene,WindowSupportingLuceneCorpusAdapter,com.carrotsearch:hppc,null,null,37,94,0.39
org.aksw.palmetto.corpus.lucene,WindowSupportingLuceneCorpusAdapter,org.slf4j:slf4j-api,null,null,7,94,0.07
org.aksw.palmetto.corpus.lucene.creation,LuceneIndexHistogramCreator,com.carrotsearch:hppc,null,null,10,47,0.21
org.aksw.palmetto.corpus.lucene.creation,LuceneIndexHistogramCreator,org.apache.lucene:lucene-core,null,null,26,47,0.55
org.aksw.palmetto.corpus.lucene.creation,LuceneIndexHistogramCreator,org.slf4j:slf4j-api,null,null,11,47,0.23
org.aksw.palmetto.vector,NormalizedLogRatioCalculationBasedCreatorTest,junit:junit,null,null,3,3,1.0
org.aksw.palmetto.corpus.lucene.creation,SimpleLuceneIndexCreatorTest,junit:junit,null,null,5,19,0.26
org.aksw.palmetto.corpus.lucene.creation,SimpleLuceneIndexCreatorTest,com.carrotsearch:hppc,null,null,13,19,0.68
org.aksw.palmetto.corpus.lucene.creation,SimpleLuceneIndexCreatorTest,org.apache.lucene:lucene-core,null,null,1,19,0.05
org.aksw.palmetto.prob,ContextWindowFrequencyDeterminerCountingTest,junit:junit,null,null,6,34,0.18
org.aksw.palmetto.prob,ContextWindowFrequencyDeterminerCountingTest,com.carrotsearch:hppc,null,null,28,34,0.82
org.aksw.palmetto.weight,MarginalProbabilityBasedWeighterTest,junit:junit,null,null,6,6,1.0
org.aksw.palmetto.weight,WordSetSizeBasedWeighterTest,junit:junit,null,null,6,6,1.0
org.aksw.palmetto.corpus,WindowSupportingAdapter,com.carrotsearch:hppc,null,null,3,3,1.0
org.aksw.palmetto.calculations.direct,FitelsonCoherenceCalculationTest,junit:junit,null,null,3,3,1.0
org.aksw.palmetto.calculations.indirect,JaccardBasedCoherenceTest,junit:junit,null,null,3,3,1.0
org.aksw.palmetto.subsets,OnePrecedingTest,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.sum,MaxTest,junit:junit,null,null,3,3,1.0
org.aksw.palmetto.prob.window,BooleanSlidingWindowFrequencyDeterminer,com.carrotsearch:hppc,null,null,43,43,1.0
org.aksw.palmetto.subsets,OneOneTest,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.subsets,OnePreceding,com.carrotsearch:hppc,null,null,7,7,1.0
org.aksw.palmetto.subsets,OneSet,com.carrotsearch:hppc,null,null,7,7,1.0
org.aksw.palmetto.calculations.indirect,JaccardBasedCalculationTest,junit:junit,null,null,3,3,1.0
org.aksw.palmetto.vector,AbstractProbCalcBasedVectorCreatorTest,junit:junit,null,null,3,3,1.0
org.aksw.palmetto.corpus.lucene,SimpleAnalyzerTest,junit:junit,null,null,13,27,0.48
org.aksw.palmetto.corpus.lucene,SimpleAnalyzerTest,org.apache.lucene:lucene-core,null,null,14,27,0.52
org.aksw.palmetto.sum,AbstractSummarizationTest,junit:junit,null,null,3,3,1.0
org.aksw.palmetto.subsets,OneAllTest,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.subsets,OneOne,com.carrotsearch:hppc,null,null,7,7,1.0
org.aksw.palmetto.calculations.direct,LogCondProbCoherenceCalculationTest,junit:junit,null,null,3,3,1.0
org.aksw.palmetto.prob.decorator,FrequencyCachingDeterminerDecoratorTest,com.carrotsearch:hppc,null,null,1,16,0.06
org.aksw.palmetto.prob.decorator,FrequencyCachingDeterminerDecoratorTest,junit:junit,null,null,10,16,0.63
org.aksw.palmetto.prob.decorator,FrequencyCachingDeterminerDecoratorTest,org.slf4j:slf4j-api,null,null,5,16,0.31
org.aksw.palmetto.subsets,OneOneAndSelfTest,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.calculations.indirect,CentroidConfirmationMeasure,com.carrotsearch:hppc,null,null,10,10,1.0
org.aksw.palmetto.prob.bd,BooleanDocumentProbabilitySupplierTest,com.carrotsearch:hppc,null,null,1,7,0.14
org.aksw.palmetto.prob.bd,BooleanDocumentProbabilitySupplierTest,junit:junit,null,null,6,7,0.86
