packageName,className,methodName,api,mcrCategories,mcrTags,count,countAll,proportion
org.apdplat.word.lucene,ChineseWordAnalyzer,main,org.slf4j:slf4j-api,null,null,6,91,0.07
org.apdplat.word.lucene,ChineseWordAnalyzerTest,test1,org.apache.lucene:lucene-core,null,null,15,18,0.83
org.apdplat.word.lucene,ChineseWordAnalyzerTest,test1,junit:junit,null,null,3,18,0.17
org.apdplat.word.util,AutoDetector,loadNoneClasspathResource,org.slf4j:slf4j-api,null,null,2,2,1.0
org.apdplat.word.analysis,TextSimilarityTest,testBasic,junit:junit,null,null,14,14,1.0
org.apdplat.word.dictionary.impl,DoubleArrayDictionaryTrieTest,testAdd,junit:junit,null,null,3,3,1.0
org.apdplat.word.segmentation.impl,BidirectionalMaximumMinimumMatching,segImpl,org.slf4j:slf4j-api,null,null,20,20,1.0
org.apdplat.word.tagging,PinyinTagging,"",org.slf4j:slf4j-api,null,null,3,3,1.0
org.apdplat.word.analysis,TextSimilarityTest,testSimHashPlusHammingDistance,junit:junit,null,null,1,1,1.0
org.apdplat.word.util,DoubleArrayGenericTrieTest,setUp,junit:junit,null,null,1,1,1.0
org.apdplat.word.analysis,HotWord,main,org.slf4j:slf4j-api,null,null,2,2,1.0
org.apdplat.word.lucene,ChineseWordAnalyzer,createComponents,org.apache.lucene:lucene-core,null,null,4,4,1.0
org.apdplat.word.segmentation.impl,MinimalWordCount,dumpDAG,org.slf4j:slf4j-api,null,null,6,6,1.0
org.apdplat.word.util,GenericTrieTest,testTrigram,junit:junit,null,null,3,3,1.0
org.apdplat.word.corpus,CorpusTools,processBiGram,org.slf4j:slf4j-api,null,null,2,2,1.0
org.apdplat.word.corpus,ExtractText,"",org.slf4j:slf4j-api,null,null,3,3,1.0
org.apdplat.word.tagging,SynonymTagging,reload,org.slf4j:slf4j-api,null,null,32,32,1.0
org.apdplat.word.util,AutoDetector,load,org.slf4j:slf4j-api,null,null,4,4,1.0
org.apdplat.word.elasticsearch,ChineseWordPlugin,getTokenizers,org.elasticsearch:elasticsearch,null,null,10,10,1.0
org.apdplat.word.corpus,Trigram,"",org.slf4j:slf4j-api,null,null,3,3,1.0
org.apdplat.word.recognition,Punctuation,main,org.slf4j:slf4j-api,null,null,14,14,1.0
org.apdplat.word.recognition,RecognitionToolTest,testIsChineseNumber,junit:junit,null,null,3,3,1.0
org.apdplat.word.vector,Distance,setTextSimilarity,org.slf4j:slf4j-api,null,null,2,2,1.0
org.apdplat.word.recognition,RecognitionTool,isEnglish,org.slf4j:slf4j-api,null,null,4,4,1.0
org.apdplat.word.corpus,Evaluation,main,org.slf4j:slf4j-api,null,null,8,8,1.0
org.apdplat.word.segmentation.impl,FullSegmentation,toWords,org.slf4j:slf4j-api,null,null,8,8,1.0
org.apdplat.word.corpus,Evaluation,"",org.slf4j:slf4j-api,null,null,3,3,1.0
org.apdplat.word.segmentation,WordRefiner,refine,org.slf4j:slf4j-api,null,null,20,20,1.0
org.apdplat.word.analysis,HotWord,"",org.slf4j:slf4j-api,null,null,3,3,1.0
org.apdplat.word.analysis,EuclideanDistanceTextSimilarity,scoreImpl,org.slf4j:slf4j-api,null,null,6,6,1.0
org.apdplat.word.recognition,PersonName,recognize,org.slf4j:slf4j-api,null,null,4,4,1.0
org.apdplat.word.util,Utils,"",org.slf4j:slf4j-api,null,null,3,3,1.0
org.apdplat.word.corpus,CorpusTools,processTriGram,org.slf4j:slf4j-api,null,null,2,2,1.0
org.apdplat.word.segmentation,PartOfSpeech,"",org.slf4j:slf4j-api,null,null,13,13,1.0
org.apdplat.word.segmentation.impl,PureEnglish,irregularity,org.slf4j:slf4j-api,null,null,8,8,1.0
org.apdplat.word.vector,Distance,tip,org.slf4j:slf4j-api,null,null,28,28,1.0
org.apdplat.word.analysis,TextSimilarityTest,testJaroWinklerDistance,junit:junit,null,null,1,1,1.0
org.apdplat.word.tagging,PartOfSpeechTagging,reload,org.slf4j:slf4j-api,null,null,12,12,1.0
org.apdplat.word.util,DirectoryWatcher,registerDirectory,org.slf4j:slf4j-api,null,null,4,4,1.0
org.apdplat.word.analysis,SimHashPlusHammingDistanceTextSimilarity,scoreImpl,org.slf4j:slf4j-api,null,null,26,26,1.0
org.apdplat.word.recognition,Quantifier,main,org.slf4j:slf4j-api,null,null,2,2,1.0
org.apdplat.word.recognition,RecognitionTool,isQuantifier,org.slf4j:slf4j-api,null,null,4,4,1.0
org.apdplat.word.analysis,ManhattanDistanceTextSimilarity,scoreImpl,org.slf4j:slf4j-api,null,null,6,6,1.0
org.apdplat.word.corpus,CorpusTools,analyzeCorpus,org.slf4j:slf4j-api,null,null,12,12,1.0
org.apdplat.word.util,WordConfTools,forceOverride,org.slf4j:slf4j-api,null,null,6,6,1.0
org.apdplat.word.recognition,RecognitionTool,isEnglishAndNumberMix,org.slf4j:slf4j-api,null,null,4,4,1.0
org.apdplat.word.lucene,ChineseWordTokenizer,incrementToken,org.apache.lucene:lucene-core,null,null,3,3,1.0
org.apdplat.word.util,AutoDetector,loadClasspathResource,org.slf4j:slf4j-api,null,null,4,4,1.0
