packageName,className,methodName,api,mcrCategories,mcrTags,count,countAll,proportion
org.aksw.palmetto.webapp.config,RootConfig,createCVCoherence,org.slf4j:slf4j-api,null,null,2,3,0.67
org.aksw.palmetto.vector,LogRatioCalculationBasedCreatorTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.webapp.config,PalmettoConfiguration,getInstance,commons-configuration:commons-configuration,null,null,5,5,1.0
org.aksw.palmetto.corpus.lucene,LuceneCorpusAdapter,create,org.apache.lucene:lucene-core,null,null,21,21,1.0
org.aksw.palmetto.evaluate.correlation,KendallsTauTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.vector,JaccardCalculationBasedCreatorTest,"",junit:junit,null,null,2,2,1.0
org.aksw.palmetto.corpus.lucene,LuceneCorpusAdapter,getDocumentsWithWord,org.slf4j:slf4j-api,null,null,2,20,0.1
org.aksw.palmetto.corpus.lucene,LuceneCorpusAdapter,getDocumentsWithWord,org.apache.lucene:lucene-core,null,null,15,20,0.75
org.aksw.palmetto.corpus.lucene,LuceneCorpusAdapter,getDocumentsWithWord,com.carrotsearch:hppc,null,null,3,20,0.15
org.aksw.palmetto.webapp,DfClient,testUnderscore,junit:junit,null,null,17,17,1.0
org.aksw.palmetto.webapp.config,RootConfig,createNPMICoherence,org.slf4j:slf4j-api,null,null,2,3,0.67
org.aksw.palmetto.webapp.config,RootConfig,createNPMICoherence,commons-configuration:commons-configuration,null,null,1,3,0.33
org.aksw.palmetto.weight,CompleteProbabilityBasedWeighterTest,"",junit:junit,null,null,2,2,1.0
org.aksw.palmetto.evaluate.correlation,KendallsTauTest,"",junit:junit,null,null,2,2,1.0
org.aksw.palmetto.prob,ContextWindowFrequencyDeterminerCountingTest,"",junit:junit,null,null,2,2,1.0
org.aksw.palmetto.prob.bd,BooleanDocumentProbabilitySupplierTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.aggregation,Median,summarize,com.carrotsearch:hppc,null,null,8,8,1.0
org.aksw.palmetto.evaluate.correlation,SpearmanTest,test,junit:junit,null,null,3,3,1.0
org.aksw.palmetto.subsets,AllOneTest,testWordSetLength4,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.corpus.lucene.creation,LuceneIndexHistogramCreator,"",org.slf4j:slf4j-api,null,null,3,3,1.0
org.aksw.palmetto.data,SegmentationDefinition,equals,com.carrotsearch:hppc,null,null,5,5,1.0
org.aksw.palmetto.prob,BooleanSlidingWindowFrequencyDeterminerCountingTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.vector,LogCondProbCalculationBasedCreatorTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.vector,LogLikelihoodCalculationBasedCreatorTest,"",junit:junit,null,null,2,2,1.0
org.aksw.palmetto.weight,WordSetSizeBasedWeighterTest,test,junit:junit,null,null,3,3,1.0
org.aksw.palmetto.calculations.direct,NormalizedLogRatioCoherenceCalculationTest,"",junit:junit,null,null,2,2,1.0
org.aksw.palmetto.subsets,OneSetTest,testWordSetLength4,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.subsets,OnePreceding,getSubsetDefinition,com.carrotsearch:hppc,null,null,7,7,1.0
org.aksw.palmetto.corpus,BooleanDocumentSupportingAdapter,getDocumentsWithWordsAsSet,com.carrotsearch:hppc,null,null,2,2,1.0
org.aksw.palmetto.prob.bd,BitSetBasedBooleanDocumentFrequencyDeterminerTest,"",junit:junit,null,null,2,2,1.0
org.aksw.palmetto.prob.bd,BitSetBasedBooleanDocumentFrequencyDeterminer,createCounts,com.carrotsearch:hppc,null,null,17,17,1.0
org.aksw.palmetto.subsets,OneAny,getSubsetDefinitionWithoutRestrictions,com.carrotsearch:hppc,null,null,5,5,1.0
org.aksw.palmetto.sum,GeometricMeanTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.calculations.direct,OlssonsCoherenceCalculationTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.vector,DifferenceCalculationBasedCreatorTest,"",junit:junit,null,null,2,2,1.0
org.aksw.palmetto.calculations.indirect,CentroidConfirmationMeasure,calculateConfirmationValues,com.carrotsearch:hppc,null,null,10,10,1.0
org.aksw.palmetto.sum,MedianTest,"",junit:junit,null,null,2,2,1.0
org.aksw.palmetto.prob.bd,ListBasedBooleanDocumentFrequencyDeterminer,determineCounts,com.carrotsearch:hppc,null,null,15,15,1.0
org.aksw.palmetto.prob.window,AbstractWindowBasedFrequencyDeterminer,addCountsFromDocument,com.carrotsearch:hppc,null,null,1,1,1.0
org.aksw.palmetto.sum,MaxTest,"",junit:junit,null,null,2,2,1.0
org.aksw.palmetto.calculations.indirect,JaccardBasedCalculationTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.corpus.lucene.creation,AbstractLuceneIndexCreator,addDocumentLength,org.apache.lucene:lucene-core,null,null,6,6,1.0
org.aksw.palmetto.prob,BooleanSlidingWindowProbabilitySupplierTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.subsets,OneOneAndSelfTest,testWordSetLength4,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.calculations.indirect,JaccardBasedCoherenceTest,"",junit:junit,null,null,2,2,1.0
org.aksw.palmetto.evaluate.correlation,PearsonsSampleCorrelationCoefficientTest,test,junit:junit,null,null,3,3,1.0
org.aksw.palmetto.subsets,OneSucceeding,getSubsetDefinition,com.carrotsearch:hppc,null,null,7,7,1.0
org.aksw.palmetto.calculations.direct,LogCondProbCoherenceCalculationTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.calculations.indirect,CosinusBasedCoherenceTest,"",junit:junit,null,null,2,2,1.0
org.aksw.palmetto.prob.bd,BitSetBasedBooleanDocumentFrequencyDeterminerTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.prob.decorator,FrequencyCachingDeterminerDecoratorTest,determineCounts,junit:junit,null,null,2,2,1.0
org.aksw.palmetto.vector,CondProbCalculationBasedCreatorTest,"",junit:junit,null,null,2,2,1.0
org.aksw.palmetto.webapp.config,RootConfig,"",org.slf4j:slf4j-api,null,null,3,3,1.0
org.aksw.palmetto.calculations.direct,AbstractProbabilityBasedCalculationTest,test,junit:junit,null,null,3,3,1.0
org.aksw.palmetto.webapp.config,RootConfig,createLuceneAdapter,org.slf4j:slf4j-api,null,null,2,3,0.67
org.aksw.palmetto.webapp.config,RootConfig,createLuceneAdapter,commons-configuration:commons-configuration,null,null,1,3,0.33
org.aksw.palmetto.prob,ListBasedBooleanDocumentFrequencyDeterminerTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.sum,HarmonicMeanTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.webapp.config,RootConfig,createCPCoherence,org.slf4j:slf4j-api,null,null,2,3,0.67
org.aksw.palmetto.webapp.config,RootConfig,createCPCoherence,commons-configuration:commons-configuration,null,null,1,3,0.33
org.aksw.palmetto.calculations.direct,LikelihoodCoherenceCalculationTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.calculations.direct,LogJaccardCoherenceCalculationTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.sum,GeometricMeanTest,"",junit:junit,null,null,2,2,1.0
org.aksw.palmetto.prob.bd,ListBasedBooleanDocumentFrequencyDeterminer,createCounts,com.carrotsearch:hppc,null,null,16,16,1.0
org.aksw.palmetto.prob,BooleanSlidingWindowFrequencyDeterminerCountingTest,test,junit:junit,null,null,3,10,0.3
org.aksw.palmetto.prob,BooleanSlidingWindowFrequencyDeterminerCountingTest,test,com.carrotsearch:hppc,null,null,7,10,0.7
org.aksw.palmetto.weight,CompleteProbabilityBasedWeighterTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.prob.decorator,SimpleFrequencyCachingDeterminerDecorator,determineCounts,com.carrotsearch:hppc,null,null,6,6,1.0
org.aksw.palmetto.corpus.lucene,SimpleAnalyzerTest,normalTest,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.webapp,PalmettoApplication,requestDocFreq,com.carrotsearch:hppc,null,null,14,14,1.0
org.aksw.palmetto.calculations.direct,RatioCoherenceCalculationTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.calculations.indirect,VectorCreationTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.vector,LogJaccardCoherenceCalculationTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.subsets,AllAllTest,testWordSetLength4,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.sum,ArithmeticMeanTest,"",junit:junit,null,null,2,2,1.0
org.aksw.palmetto.calculations.direct,CondProbCoherenceCalculationTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.subsets,OneSubsequentTest,testWordSetLength4,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.calculations.indirect,DiceBasedCoherenceTest,"",junit:junit,null,null,2,2,1.0
org.aksw.palmetto.subsets,OneAnyTest,"",junit:junit,null,null,2,2,1.0
org.aksw.palmetto.subsets,AbstractSegmentatorTest,compare,com.carrotsearch:hppc,null,null,21,29,0.72
org.aksw.palmetto.subsets,AbstractSegmentatorTest,compare,junit:junit,null,null,8,29,0.28
org.aksw.palmetto.evaluate.correlation,SpearmanTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.webapp,PalmettoApplication,cpService,org.slf4j:slf4j-api,null,null,2,2,1.0
org.aksw.palmetto.webapp.config,PalmettoConfiguration,loadAdditionalProperties,org.slf4j:slf4j-api,null,null,1,6,0.17
org.aksw.palmetto.webapp.config,PalmettoConfiguration,loadAdditionalProperties,commons-configuration:commons-configuration,null,null,5,6,0.83
org.aksw.palmetto.corpus.lucene,SimpleAnalyzerTest,testWithLowerCases,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.prob.bd,BooleanDocumentProbabilitySupplierTest,test,com.carrotsearch:hppc,null,null,1,4,0.25
org.aksw.palmetto.prob.bd,BooleanDocumentProbabilitySupplierTest,test,junit:junit,null,null,3,4,0.75
org.aksw.palmetto.corpus.lucene.creation,AbstractLuceneIndexCreator,toLuceneDocument,org.apache.lucene:lucene-core,null,null,12,12,1.0
org.aksw.palmetto.subsets,OneAllTest,testWordSetLength4,junit:junit,null,null,1,1,1.0
