packageName,className,methodName,api,mcrCategories,mcrTags,count,countAll,proportion
com.novetta.clavin.extractor,ApacheExtractor,"",org.apache.opennlp:opennlp-tools,Natural Language Processing,"nlp,tools,apache",12,12,1.0
com.novetta.clavin.extractor,ApacheExtractor,extractLocationNames,org.apache.opennlp:opennlp-tools,Natural Language Processing,"nlp,tools,apache",33,33,1.0
com.novetta.clavin.gazetteer.query,LuceneGazetteer,resolveParents,org.apache.lucene:lucene-core,Full-Text Indexing Libraries,"lucene,indexing,apache,full-text,index",20,24,0.83
com.novetta.clavin.gazetteer.query,LuceneGazetteer,resolveParents,org.slf4j:slf4j-api,Logging Frameworks,"logging,api,slf4j",4,24,0.17
com.novetta.clavin.index,WhitespaceLowerCaseAnalyzer,createComponents,org.apache.lucene:lucene-core,Full-Text Indexing Libraries,"lucene,indexing,apache,full-text,index",2,2,1.0
com.novetta.clavin.util,DamerauLevenshteinTest,testNullToString,junit:junit,Testing Frameworks,"testing,junit",2,2,1.0
com.novetta.clavin.util,ListUtilsTest,testChunkifyList,junit:junit,Testing Frameworks,"testing,junit",5,5,1.0
com.novetta.clavin.gazetteer,BasicGeoNameTest,testTerritoryAncestryKeys,junit:junit,Testing Frameworks,"testing,junit",7,7,1.0
com.novetta.clavin.gazetteer.query,LuceneGazetteerTest,testAncestryLoadMode_OnCreate,junit:junit,Testing Frameworks,"testing,junit",3,3,1.0
com.novetta.clavin.resolver,ClavinLocationResolverHeuristicsTest,testHeuristicsDC,junit:junit,Testing Frameworks,"testing,junit",4,4,1.0
com.novetta.clavin.index,IndexDirectoryBuilder,indexGeoName,org.apache.lucene:lucene-core,Full-Text Indexing Libraries,"lucene,indexing,apache,full-text,index",75,75,1.0
com.novetta.clavin.gazetteer.query,LuceneGazetteerTest,testAncestryLoadMode_LazyLoad,junit:junit,Testing Frameworks,"testing,junit",4,4,1.0
com.novetta.clavin.gazetteer.query,UniqueFuzzyScoringRewrite,"",org.apache.lucene:lucene-core,Full-Text Indexing Libraries,"lucene,indexing,apache,full-text,index",5,5,1.0
com.novetta.clavin.extractor,AdaptNlpExtractorTest,testExtractLocationNames,junit:junit,Testing Frameworks,"testing,junit",6,6,1.0
com.novetta.clavin,GeoParserTest,testParse,junit:junit,Testing Frameworks,"testing,junit",8,8,1.0
com.novetta.clavin.gazetteer.query,LuceneGazetteerTest,testResolveLocations_NullLocationName,junit:junit,Testing Frameworks,"testing,junit",2,2,1.0
com.novetta.clavin.resolver.multipart,MultipartLocationResolverTest,verifyLocation,junit:junit,Testing Frameworks,"testing,junit",3,3,1.0
com.novetta.clavin.gazetteer.query,LuceneGazetteerTest,testDifferingLookupEquality,junit:junit,Testing Frameworks,"testing,junit",2,2,1.0
com.novetta.clavin.gazetteer.query,LuceneGazetteerTest,testNonExistentIndex,junit:junit,Testing Frameworks,"testing,junit",1,1,1.0
com.novetta.clavin.resolver,ClavinLocationResolverHeuristicsTest,testBorderCases,junit:junit,Testing Frameworks,"testing,junit",3,3,1.0
com.novetta.clavin.resolver,ClavinLocationResolverTest,testAncestryLoad_Default,junit:junit,Testing Frameworks,"testing,junit",4,4,1.0
com.novetta.clavin.resolver.multipart,MultiLevelMultipartLocationResolverTest,setUpClass,junit:junit,Testing Frameworks,"testing,junit",1,1,1.0
com.novetta.clavin.resolver,ClavinLocationResolverTest,testFuzzyMatching,junit:junit,Testing Frameworks,"testing,junit",6,6,1.0
com.novetta.clavin.resolver,LuceneLocationResolver,"",org.slf4j:slf4j-api,Logging Frameworks,"logging,api,slf4j",5,8,0.63
com.novetta.clavin.resolver,LuceneLocationResolver,"",org.apache.lucene:lucene-queryparser,"","lucene,apache,index",3,8,0.38
com.novetta.clavin.index,IndexDirectoryBuilder,printHelp,commons-cli:commons-cli,Command Line Parsers,"command-line,cli,parser",6,6,1.0
com.novetta.clavin.resolver,ClavinLocationResolverTest,testAncestryLoad_Lazy,junit:junit,Testing Frameworks,"testing,junit",4,4,1.0
com.novetta.clavin.gazetteer,LazyAncestryGeoNameTest,testGetParent_LazyResolve_NullParentId,org.mockito:mockito-core,Mocking,"mock,mocking,testing",11,13,0.85
com.novetta.clavin.gazetteer,LazyAncestryGeoNameTest,testGetParent_LazyResolve_NullParentId,junit:junit,Testing Frameworks,"testing,junit",2,13,0.15
com.novetta.clavin.resolver,ClavinLocationResolverHeuristicsTest,testHeuristicsMissouri,junit:junit,Testing Frameworks,"testing,junit",5,5,1.0
com.novetta.clavin.gazetteer,BasicGeoNameTest,testParishAncestryKeys,junit:junit,Testing Frameworks,"testing,junit",3,3,1.0
com.novetta.clavin.resolver,ClavinLocationResolverTest,testAncestryLoad_OnCreate,junit:junit,Testing Frameworks,"testing,junit",3,3,1.0
com.novetta.clavin.gazetteer,BasicGeoNameTest,testNoFeatureCode,junit:junit,Testing Frameworks,"testing,junit",3,3,1.0
com.novetta.clavin.index,BinarySimilarity,"",org.apache.lucene:lucene-core,Full-Text Indexing Libraries,"lucene,indexing,apache,full-text,index",1,1,1.0
com.novetta.clavin.gazetteer.query,LuceneGazetteerTest,testResolveLocations_EmptyInput,junit:junit,Testing Frameworks,"testing,junit",2,2,1.0
com.novetta.clavin.resolver,ClavinLocationResolverHeuristicsTest,testHeuristicsNorthAfrica,junit:junit,Testing Frameworks,"testing,junit",3,3,1.0
com.novetta.clavin.gazetteer,LazyAncestryGeoNameTest,testGetParent_ManualResolve_WithParent,org.mockito:mockito-core,Mocking,"mock,mocking,testing",5,7,0.71
com.novetta.clavin.gazetteer,LazyAncestryGeoNameTest,testGetParent_ManualResolve_WithParent,junit:junit,Testing Frameworks,"testing,junit",2,7,0.29
com.novetta.clavin.index,IndexDirectoryBuilder,"",org.slf4j:slf4j-api,Logging Frameworks,"logging,api,slf4j",3,4,0.75
com.novetta.clavin.index,IndexDirectoryBuilder,"",org.apache.lucene:lucene-core,Full-Text Indexing Libraries,"lucene,indexing,apache,full-text,index",1,4,0.25
com.novetta.clavin.gazetteer,BasicGeoNameTest,testSetParent_InvalidParent,junit:junit,Testing Frameworks,"testing,junit",14,14,1.0
com.novetta.clavin.util,TextUtils,fileToString,commons-io:commons-io,I/O Utilities,io,2,2,1.0
com.novetta.clavin.gazetteer.query,LuceneGazetteer,sanitizeQueryText,org.apache.lucene:lucene-queryparser,"","lucene,apache,index",1,1,1.0
com.novetta.clavin.resolver,ClavinLocationResolverTest,testAncestryLoad_Manual,junit:junit,Testing Frameworks,"testing,junit",5,5,1.0
