packageName,className,methodName,apis
org.dependencytrack.persistence,QueryManager,getComponentByHash,[us.springett:alpine]
org.dependencytrack.resources.v1,PermissionResource,"",[us.springett:alpine]
org.dependencytrack.tasks,VulnDbSyncTask,parseCpes,"[us.springett:alpine,us.springett:cpe-parser,us.springett:vulndb-data-mirror]"
org.dependencytrack.tasks,VulnerabilityAnalysisTask,performPolicyEvaluation,[us.springett:alpine]
org.dependencytrack.model,Project,getPurl,[com.github.package-url:packageurl-java]
org.dependencytrack.resources.v1,VulnerabilityResourceTest,createVulnerabilityTest,[us.springett:alpine]
org.dependencytrack.tasks.repositories,GemMetaAnalyzer,"",[us.springett:alpine]
org.dependencytrack.integrations,IntegrationPointTest,integrationPointMetadataTest,[org.mockito:mockito-core]
org.dependencytrack.persistence,ProjectQueryManager,hasAccess,[us.springett:alpine]
org.dependencytrack.resources.v1,LdapResource,deleteMapping,[us.springett:alpine]
org.dependencytrack.resources.v1,PermissionResourceTest,removePermissionFromUserInvalidPermissionTest,[us.springett:alpine]
org.dependencytrack.model,Project,toString,[com.github.package-url:packageurl-java]
org.dependencytrack.policy,LicenseGroupPolicyEvaluator,evaluate,[us.springett:alpine]
org.dependencytrack.resources.v1,UserResource,forceChangePassword,[us.springett:alpine]
org.dependencytrack.resources.v1,VulnerabilityResourceTest,updateVulnerabilityTest,[us.springett:alpine]
org.dependencytrack.persistence,ServiceComponentQueryManager,recursivelyDelete,[us.springett:alpine]
org.dependencytrack.resources.v1,CweResource,getCwes,[us.springett:alpine]
org.dependencytrack.tasks,FortifySscUploadTask,"",[us.springett:alpine]
org.dependencytrack.resources.v1,ProjectPropertyResourceTest,updatePropertyInvalidTest,[us.springett:alpine]
org.dependencytrack.search,IndexManager,getDirectory,"[org.apache.lucene:lucene-core,us.springett:alpine]"
org.dependencytrack.tasks.repositories,MavenMetaAnalyzer,isApplicable,[com.github.package-url:packageurl-java]
org.dependencytrack.model,ComponentTest,testCpe,[us.springett:cpe-parser]
org.dependencytrack.resources.v1,NotificationRuleResourceTest,addProjectToRuleInvalidScopeTest,[us.springett:alpine]
org.dependencytrack.resources.v1,UserResourceAuthenticatedTest,createOidcUserTest,[us.springett:alpine]
org.dependencytrack.tasks.repositories,CargoMetaAnalyzerTest,testAnalyzer,[com.github.package-url:packageurl-java]
org.dependencytrack.persistence,ComponentQueryManager,getComponents,"[com.github.package-url:packageurl-java,us.springett:alpine]"
org.dependencytrack.persistence,PolicyQueryManager,getLicenseGroups,[us.springett:alpine]
org.dependencytrack.persistence,QueryManager,getLicenses,[us.springett:alpine]
org.dependencytrack.tasks.scanners,NpmAuditAnalysisTask,getComponentFromAdvisories,[com.github.package-url:packageurl-java]
org.dependencytrack.integrations.fortifyssc,FortifySscClientTest,"",[org.mock-server:mockserver-netty]
org.dependencytrack.resources.v1,UserResourceAuthenticatedTest,createLdapUserDuplicateUsernameTest,[us.springett:alpine]
org.dependencytrack.tasks,BomUploadProcessingTask,processService,[us.springett:alpine]
org.dependencytrack.persistence,PolicyQueryManager,createPolicyCondition,[us.springett:alpine]
org.dependencytrack.persistence,PolicyQueryManager,getPolicyViolations,[us.springett:alpine]
org.dependencytrack.policy,LicensePolicyEvaluatorTest,wrongOperator,[us.springett:alpine]
org.dependencytrack.resources.v1,BomResourceTest,uploadBomTest,[us.springett:alpine]
org.dependencytrack.search,LicenseIndexer,"",[us.springett:alpine]
org.dependencytrack.tasks.scanners,InternalAnalysisTask,inform,[us.springett:alpine]
org.dependencytrack.notification.publisher,AbstractWebhookPublisher,publish,"[com.konghq:unirest-java,io.pebbletemplates:pebble,us.springett:alpine]"
org.dependencytrack.persistence,LicenseQueryManager,getLicenses,[us.springett:alpine]
org.dependencytrack.resources.v1,NotificationPublisherResource,testSmtpPublisherConfig,[us.springett:alpine]
